FID,Id,X,Y,DEM,WaterSys_Dis,Faults_Dis
269,0,12140062.779699999839067,4348810.694779999554157,1294.250000000000000,3532.170837402343750,124495.485085227279342
270,0,12140217.493400000035763,4348813.270639999769628,1294.636363636363740,3638.650524902343932,124453.352272727279342
271,0,12140372.207299999892712,4348815.844669999554753,1296.304347826086996,3747.700476074218841,124420.403124999997090
272,0,12140526.921299999579787,4348818.416849999688566,1300.450000000000045,3864.134265718005736,124386.816406250000000
273,0,12140681.635600000619888,4348820.987189999781549,1298.400000000000091,3986.664858610733518,124324.153124999997090
274,0,12140836.349999999627471,4348823.555689999833703,1300.799999999999955,4114.025561523437318,124290.901953124994179
275,0,12140991.064600000157952,4348826.122360000386834,1303.450000000000045,4233.359165736606883,124257.824999999997090
276,0,12141145.779400000348687,4348828.687180000357330,1306.950000000000045,4336.816284179687500,124221.403971354171517
277,0,12141300.494400000199676,4348831.250160000286996,1307.666666666666742,4460.096777343749636,124184.358984374994179
278,0,12141455.209499999880791,4348833.811300000175834,1311.549999999999955,4584.970166015625182,124150.563671875002910
279,0,12141609.924799999222159,4348836.370600000023842,1314.000000000000000,4724.044555664062500,124116.926953125002910
280,0,12141764.640300000086427,4348838.928059999831021,1313.250000000000000,4864.692041015625364,124083.137499999997090
281,0,12141919.356000000610948,4348841.483690000139177,1320.349999999999909,4993.836865234375182,124049.388281249994179
282,0,12142074.071799999102950,4348844.037469999864697,1321.000000000000000,5120.526220703124636,124012.365885416671517
283,0,12142228.787900000810623,4348846.589409999549389,1322.791666666666742,5241.144091796874818,123975.174218750005821
284,0,12142383.504100000485778,4348849.139510000124574,1318.380952380952294,5362.096679687500000,123932.132812500000000
285,0,12142538.220399999991059,4348851.687760000117123,1316.849999999999909,5495.241762907608972,123878.559374999997090
286,0,12142692.937000000849366,4348854.234179999679327,1318.400000000000091,5628.354538690476147,123844.753906250000000
287,0,12142847.653699999675155,4348856.778760000132024,1321.299999999999955,5750.243582589285325,123811.112500000002910
288,0,12143002.370600000023842,4348859.321499999612570,1329.849999999999909,5868.793652343750182,123778.458705357144936
289,0,12143157.087700000032783,4348861.862399999983609,1328.476190476190368,5996.601635742187682,123737.573369565216126
290,0,12143311.804999999701977,4348864.401449999772012,1332.391304347826008,6125.416210937500182,123703.191796875005821
291,0,12143466.522399999201298,4348866.938670000061393,1335.450000000000045,6255.175122070312682,123669.366796874994179
292,0,12143621.240000000223517,4348869.474050000309944,1324.349999999999909,6398.947428385416970,123635.686328124997090
293,0,12143775.957800000905991,4348872.007579999975860,1331.450000000000045,6543.691723632812682,123601.982812500005821
294,0,12143930.675799999386072,4348874.539280000142753,1326.900000000000091,6676.106420898437136,123568.176953125002910
295,0,12144085.393899999558926,4348877.069129999727011,1326.380952380952294,6809.250366210937500,123531.162760416671517
296,0,12144240.112199999392033,4348879.597149999812245,1329.125000000000000,6943.049536132812136,123476.457031250000000
297,0,12144394.830700000748038,4348882.123320000246167,1324.900000000000091,7077.212280273437500,123431.029687500005821
298,0,12144549.549399999901652,4348884.647660000249743,1329.799999999999955,7225.210245768229470,123397.385156250005821
299,0,12144704.268200000748038,4348887.170149999670684,1334.650000000000091,7363.757835751488528,123363.561328124997090
300,0,12144858.987199999392033,4348889.690799999982119,1337.299999999999955,7497.037255859375364,123329.869531250005821
301,0,12145013.706399999558926,4348892.209619999863207,1338.000000000000000,7633.548583984375000,123295.645040760864504
302,0,12145168.425799999386072,4348894.726590000092983,1335.913043478260761,7770.557202148437682,123255.218750000000000
303,0,12145323.145300000905991,4348897.241720000281930,1340.428571428571331,7908.037426757812682,123223.221875000002910
304,0,12145477.865000000223517,4348899.755010000430048,1339.650000000000091,8054.557306463068016,123190.222656250000000
305,0,12145632.584899999201298,4348902.266459999606013,1348.000000000000000,8203.428089488636033,123156.784375000002910
306,0,12145787.304999999701977,4348904.776069999672472,1349.450000000000045,8350.870947265624636,123122.972265624994179
307,0,12145942.025200000032783,4348907.283839999698102,1353.000000000000000,8490.085009765625728,123090.077059659088263
308,0,12146096.745600000023842,4348909.789769999682903,1356.523809523809632,8629.660498046874636,123029.923233695648378
309,0,12146251.466199999675155,4348912.293859999626875,1350.434782608695741,8769.580078125000000,122985.790624999994179
310,0,12146406.187000000849366,4348914.796110000461340,1349.500000000000000,8909.827880859375000,122952.139453124997090
311,0,12146560.907899999991059,4348917.296509999781847,1346.700000000000045,9057.936289062499782,122918.384765625000000
312,0,12146715.629000000655651,4348919.795079999603331,1344.349999999999909,9209.295654296875000,122884.607812500005821
313,0,12146870.350299999117851,4348922.291810000315309,1337.500000000000000,9350.648388671874272,122850.974218749994179
314,0,12147025.071699999272823,4348924.786690000444651,1332.049999999999955,9492.266650390625728,122813.790364583328483
315,0,12147179.793299999088049,4348927.279740000143647,1327.791666666666742,9634.138281249999636,122776.711718749997090
316,0,12147334.515100000426173,4348929.770940000191331,1323.849999999999909,9776.252587890625364,122743.030078124997090
317,0,12147489.237099999561906,4348932.260309999808669,1328.799999999999955,9932.748819986978560,122709.213281250005821
318,0,12147643.959200000390410,4348934.747829999774694,1329.250000000000000,10089.293652343749272,122675.560937500005821
319,0,12147798.681600000709295,4348937.233509999699891,1329.571428571428669,10231.696582031250728,122641.809765625002910
320,0,12147953.403999999165535,4348939.717360000126064,1326.099999999999909,10374.300634765624636,122592.927309782608063
321,0,12148108.126700000837445,4348942.199359999969602,1326.636363636363740,10517.110449218749636,122537.599786931823473
322,0,12148262.849500000476837,4348944.679519999772310,1328.500000000000000,10660.117724609375728,122504.602734375002910
323,0,12148417.572499999776483,4348947.157840000465512,1324.549999999999955,10803.222567471590082,122470.896093749994179
324,0,12148572.295700000599027,4348949.634320000186563,1324.650000000000091,10954.888162364130039,122437.363281250000000
325,0,12148727.019099999219179,4348952.108959999866784,1326.750000000000000,11110.396337890624636,122404.004687499997090
326,0,12148881.742599999532104,4348954.581760000437498,1324.450000000000045,11254.261523437500728,122371.966517857144936
327,0,12149036.466299999505281,4348957.052720000036061,1323.523809523809632,11398.285058593750364,122331.899116847824189
328,0,12149191.190099999308586,4348959.521829999983311,1322.652173913043498,11542.460742187500728,122298.432421874997090
329,0,12149345.914200000464916,4348961.989110000431538,1322.349999999999909,11686.783154296874272,122265.809374999997090
330,0,12149500.638399999588728,4348964.454549999907613,1329.000000000000000,11845.703165690103560,122233.361328125000000
331,0,12149655.362700000405312,4348966.918139999732375,1325.349999999999909,12004.782324218749636,122201.088671874997090
332,0,12149810.087300000712276,4348969.379900000058115,1328.299999999999955,12149.539062500000000,122154.336309523816453
333,0,12149964.812000000849366,4348971.839809999801219,1329.849999999999909,12294.421289062500364,122104.575195312500000
334,0,12150119.536900000646710,4348974.297880000434816,1330.708333333333258,12439.424902343749636,122069.673828125000000
335,0,12150274.261900000274181,4348976.754119999706745,1333.950000000000045,12580.803850446429351,122038.132031250002910
336,0,12150428.987199999392033,4348979.208510000258684,1336.700000000000045,12734.210470448369961,122006.767187499994179
337,0,12150583.712600000202656,4348981.661059999838471,1338.500000000000000,12892.199776785713766,121975.576953124997090
338,0,12150738.438100000843406,4348984.111770000308752,1341.349999999999909,13042.430371093749272,121944.565625000002910
339,0,12150893.163899999111891,4348986.560639999806881,1344.049999999999955,13188.081249999999272,121913.242527173919370
340,0,12151047.889799999073148,4348989.007670000195503,1347.565217391304259,13333.828613281250000,121875.735863095236709
341,0,12151202.615800000727177,4348991.452859999611974,1347.571428571428669,13479.669384765624272,121846.514453124997090
342,0,12151357.342100000008941,4348993.896209999918938,1345.849999999999909,13630.262974330356883,121816.244921874997090
343,0,12151512.068499999120831,4348996.337720000185072,1342.761904761904816,13788.953422214673992,121786.153124999997090
344,0,12151666.795099999755621,4348998.777379999868572,1341.150000000000091,13946.952587890624272,121746.853050595236709
345,0,12151821.521800000220537,4349001.215210000053048,1345.349999999999909,14093.153710937500364,121697.093359374994179
346,0,12151976.248800000175834,4349003.651189999654889,1343.750000000000000,14239.434082031250000,121664.582356770828483
347,0,12152130.975899999961257,4349006.085339999757707,1343.875000000000000,14384.494677734375728,121632.215624999997090
348,0,12152285.703099999576807,4349008.517640000209212,1344.950000000000045,14525.779882812499636,121602.798437499994179
349,0,12152440.430500000715256,4349010.948110000230372,1346.650000000000091,14687.009277343750000,121573.381250000005821
350,0,12152595.158099999651313,4349013.376729999668896,1344.700000000000045,14790.553125000000364,121544.011718750000000
351,0,12152749.885900000110269,4349015.803509999997914,1345.000000000000000,14712.912304687499272,121514.814843750005821
352,0,12152904.613800000399351,4349018.228450000286102,1344.700000000000045,14624.715185546874636,121482.907877604171517
353,0,12153059.341900000348687,4349020.651549999602139,1345.833333333333258,14537.530810546875728,121451.209765624997090
354,0,12153214.070199999958277,4349023.072809999808669,1345.599999999999909,14451.377392578124272,121422.583984375000000
355,0,12153368.798599999397993,4349025.492229999974370,1344.666666666666742,14361.295388926630039,121394.136328124994179
356,0,12153523.527300000190735,4349027.909799999557436,1344.299999999999955,14266.167178199404589,121365.867578125005821
357,0,12153678.255999999120831,4349030.325539999641478,1344.200000000000045,14182.351123046875728,121312.347098214289872
358,0,12153832.984999999403954,4349032.739439999684691,1341.700000000000045,14099.777441406249636,121281.552201704544132
359,0,12153987.714099999517202,4349035.151490000076592,1342.409090909090992,14018.317724609374636,121245.950284090911737
360,0,12154142.443399999290705,4349037.561710000038147,1341.909090909090992,13917.138160342261472,121219.599609375000000
361,0,12154297.172800000756979,4349039.970080000348389,1340.400000000000091,13832.876627604166060,121191.951171875000000
362,0,12154451.902400000020862,4349042.376609999686480,1339.299999999999955,13744.073624320652016,121164.192968749994179
363,0,12154606.632200000807643,4349044.781299999915063,1338.549999999999955,13662.984667968750728,121136.613671875005821
364,0,12154761.362099999561906,4349047.184150000102818,1339.700000000000045,13587.518359375000728,121109.213671874997090
365,0,12154916.092199999839067,4349049.585160000249743,1337.599999999999909,13513.169335937500364,121079.282877604171517
366,0,12155070.822499999776483,4349051.984330000355840,1335.125000000000000,13433.637451171875000,121049.565234374997090
367,0,12155225.552999999374151,4349054.381660000421107,1341.099999999999909,13350.472607421874272,121022.741406250002910
368,0,12155380.283600000664592,4349056.777150000445545,1337.476190476190368,13260.371012369791060,120995.927734375000000
369,0,12155535.014299999922514,4349059.170800000429153,1336.599999999999909,13171.675390624999636,120954.104166666671517
370,0,12155689.745300000533462,4349061.562599999830127,1336.200000000000045,13092.346582031250364,120911.717578124997090
371,0,12155844.476399999111891,4349063.952569999732077,1336.450000000000045,13014.263037109374636,120881.453125000000000
372,0,12155999.207699999213219,4349066.340689999982715,1335.208333333333258,12927.095556640624636,120851.399609375002910
373,0,12156153.939099999144673,4349068.726970000192523,1334.400000000000091,12835.936181640625364,120824.269921875005821
374,0,12156308.670700000599027,4349071.111410000361502,1330.849999999999909,12757.540081521739921,120797.320703125005821
375,0,12156463.402499999850988,4349073.494020000100136,1331.099999999999909,12674.302129836309177,120770.542578124994179
376,0,12156618.134400000795722,4349075.874780000187457,1331.150000000000091,12602.716845703125728,120743.669140625002910
377,0,12156772.866499999538064,4349078.253700000233948,1327.750000000000000,12532.716406249999636,120718.076349431823473
378,0,12156927.598799999803305,4349080.630769999697804,1326.136363636363740,12464.127929687500000,120683.431463068176527
379,0,12157082.331199999898672,4349083.006009999662638,1330.272727272727252,12396.975195312499636,120657.421875000000000
380,0,12157237.063799999654293,4349085.379409999586642,1328.333333333333258,12331.373139880952294,120629.769140624994179
381,0,12157391.796499999240041,4349087.750959999859333,1324.799999999999955,12257.608653192934071,120602.291796874997090
382,0,12157546.529500000178814,4349090.120679999701679,1324.750000000000000,12192.005957031249636,120549.522693452381645
383,0,12157701.262599999085069,4349092.488549999892712,1322.500000000000000,12131.138232421875728,120518.368749999994179
384,0,12157855.995799999684095,4349094.854580000042915,1315.549999999999955,12071.827636718750000,120488.745442708328483
385,0,12158010.729199999943376,4349097.218779999762774,1313.916666666666742,11991.886914062499272,120459.290624999994179
386,0,12158165.462799999862909,4349099.581129999831319,1313.200000000000045,11930.089404296875728,120432.378515624994179
387,0,12158320.196499999612570,4349101.941639999859035,1309.049999999999955,11870.117187500000000,120404.928515624997090
388,0,12158474.930500000715256,4349104.300300000235438,1307.799999999999955,11812.084716796875000,120377.323828124994179
389,0,12158629.664499999955297,4349106.657130000181496,1308.150000000000091,11761.116015625000728,120349.901171874997090
390,0,12158784.398800000548363,4349109.012120000086725,1309.200000000000045,11711.846826171875364,120319.948893229171517
391,0,12158939.133199999108911,4349111.365260000340641,1306.375000000000000,11664.298535156249272,120290.207031250000000
392,0,12159093.867699999362230,4349113.716570000164211,1304.349999999999909,11618.492285156249636,120263.362500000002910
393,0,12159248.602399999275804,4349116.066030000336468,1304.000000000000000,11572.982039741847984,120236.568750000005821
394,0,12159403.337300000712276,4349118.413660000078380,1302.250000000000000,11523.079008556547706,120200.159226190473419
395,0,12159558.072399999946356,4349120.759440000168979,1302.450000000000045,11483.857324218750364,120152.445703125005821
396,0,12159712.807600000873208,4349123.103380000218749,1304.099999999999909,11445.587939453125728,120126.083806818176527
397,0,12159867.542999999597669,4349125.445480000227690,1303.590909090909008,11403.030319940477057,120090.883877840911737
398,0,12160022.278500000014901,4349127.785740000195801,1298.909090909090992,11333.934228515625364,120064.926171875005821
399,0,12160177.014200000092387,4349130.124149999581277,1298.000000000000000,11289.976562500000000,120037.956640624994179
400,0,12160331.750099999830127,4349132.460730000399053,1298.450000000000045,11243.769775390625000,120011.166406250005821
401,0,12160486.486099999397993,4349134.795470000244677,1299.500000000000000,11199.735742187500364,119984.310156249994179
402,0,12160641.222300000488758,4349137.128360000438988,1295.049999999999955,11161.701562500000364,119957.472265624994179
403,0,12160795.958599999547005,4349139.459409999661148,1296.400000000000091,11125.560205078125364,119927.978841145828483
404,0,12160950.695100000128150,4349141.788619999773800,1290.958333333333258,11091.329638671875728,119898.146093749994179
405,0,12161105.431800000369549,4349144.116000000387430,1291.799999999999955,11059.027734375000364,119870.491796874994179
406,0,12161260.168600000441074,4349146.441530000418425,1289.190476190476147,11025.779663085937500,119842.991015624997090
407,0,12161414.905600000172853,4349148.765209999866784,1289.349999999999909,10994.835302734374636,119803.868359375002910
408,0,12161569.642799999564886,4349151.087059999816120,1286.700000000000045,10968.815136718749272,119759.024218749997090
409,0,12161724.380100000649691,4349153.407069999724627,1285.799999999999955,10944.789160156249636,119729.377278645828483
410,0,12161879.117599999532104,4349155.725229999981821,1284.125000000000000,10913.368861607143117,119699.919531249994179
411,0,12162033.855200000107288,4349158.041559999808669,1283.650000000000091,10873.013085937500364,119673.029687500005821
412,0,12162188.593000000342727,4349160.356039999984205,1281.299999999999955,10856.806107954545951,119645.670312500005821
413,0,12162343.331000000238419,4349162.668680000118911,1278.450000000000045,10834.181640625000000,119618.040624999994179
414,0,12162498.069099999964237,4349164.979489999823272,1279.450000000000045,10822.570019531249272,119590.593359374994179
415,0,12162652.807399999350309,4349167.288440000265837,1281.599999999999909,10811.129589843749272,119564.531250000000000
416,0,12162807.545800000429153,4349169.595560000278056,1276.409090909090992,10801.760107421874636,119529.642045454544132
417,0,12162962.284399999305606,4349171.900840000249445,1275.227272727272748,10794.467285156250000,119503.987109374997090
418,0,12163117.023099999874830,4349174.204280000180006,1270.950000000000045,10791.292224702381645,119477.206640624994179
419,0,12163271.762099999934435,4349176.505870000459254,1273.333333333333258,10783.963612432065929,119450.230468750000000
420,0,12163426.501099999994040,4349178.805630000308156,1271.900000000000091,10785.050195312500364,119407.921130952381645
421,0,12163581.240399999544024,4349181.103539999574423,1272.500000000000000,10786.126562499999636,119365.605468750000000
422,0,12163735.979800000786781,4349183.399609999731183,1271.500000000000000,10789.255029296875364,119335.487630208328483
423,0,12163890.719299999997020,4349185.693839999847114,1272.125000000000000,10785.249069940477057,119305.583984375000000
424,0,12164045.459000000730157,4349187.986229999922216,1272.549999999999955,10771.806835937499272,119278.594140625005821
425,0,12164200.198899999260902,4349190.276779999956489,1269.849999999999909,10782.294230143228560,119251.785937499997090
426,0,12164354.938999999314547,4349192.565489999949932,1269.099999999999909,10795.217626953124636,119224.951953124997090
427,0,12164509.679099999368191,4349194.852350000292063,1270.049999999999955,10809.172851562500000,119198.096093750005821
428,0,12164664.419500000774860,4349197.137380000203848,1272.950000000000045,10825.188964843750000,119168.617513020828483
429,0,12164819.160000000149012,4349199.420560000464320,1273.916666666666742,10843.256591796875000,119138.857421875000000
430,0,12164973.900699999183416,4349201.701899999752641,1272.500000000000000,10863.365625000000364,119111.218750000000000
431,0,12165128.641499999910593,4349203.981399999931455,1274.549999999999955,10889.283627717391937,119083.693359375000000
432,0,12165283.382500000298023,4349206.259060000069439,1274.619047619047706,10911.902018229166060,119056.350000000005821
433,0,12165438.123600000515580,4349208.534880000166595,1271.950000000000045,10941.293457031250000,119019.797247023816453
434,0,12165592.864900000393391,4349210.808860000222921,1271.799999999999955,10969.840332031250000,118973.915127840911737
435,0,12165747.606399999931455,4349213.080989999696612,1279.363636363636260,11000.358935546875728,118939.322088068176527
436,0,12165902.347999999299645,4349215.351289999671280,1275.954545454545496,11029.996419270833940,118913.669531249994179
437,0,12166057.089800000190735,4349217.619739999994636,1274.099999999999909,11038.092578125000728,118886.410937499997090
438,0,12166211.831700000911951,4349219.886350000277162,1273.099999999999909,11078.302246093750000,118858.758203125005821
439,0,12166366.573799999430776,4349222.151119999587536,1270.599999999999909,11120.745458984374636,118831.287890624997090
440,0,12166521.315999999642372,4349224.414049999788404,1273.950000000000045,11161.338378906250000,118804.001171875002910
441,0,12166676.058399999514222,4349226.675139999948442,1278.400000000000091,11203.792626953125364,118774.198567708328483
442,0,12166830.801000000908971,4349228.934390000067651,1285.666666666666742,11248.087109374999272,118744.612890624994179
443,0,12166985.543700000271201,4349231.191789999604225,1282.450000000000045,11294.200244140625728,118717.841406249994179
444,0,12167140.286599999293685,4349233.447359999641776,1286.700000000000045,11346.284545898437500,118690.906640625005821
445,0,12167295.029600000008941,4349235.701080000028014,1283.799999999999955,11398.483154296875000,118663.398828125005821
446,0,12167449.772800000384450,4349237.952960000373423,1281.799999999999955,11417.697314453125728,118631.773065476183547
447,0,12167604.516100000590086,4349240.202999999746680,1277.049999999999955,11331.860009765625364,118576.172851562500000
448,0,12167759.259600000455976,4349242.451200000010431,1285.458333333333258,11237.551367187499636,118546.245703124994179
449,0,12167914.003299999982119,4349244.697560000233352,1290.799999999999955,11144.463525390625364,118519.233593750002910
450,0,12168068.747099999338388,4349246.942069999873638,1279.500000000000000,11027.484212239583940,118492.405859374994179
451,0,12168223.491000000387430,4349249.184750000014901,1285.200000000000045,10920.950288318452294,118465.596093750005821
452,0,12168378.235099999234080,4349251.425579999573529,1282.900000000000091,10830.913720703125364,118438.721093750005821
453,0,12168532.979399999603629,4349253.664570000022650,1290.400000000000091,10743.099902343750728,118413.160866477279342
454,0,12168687.723799999803305,4349255.901720000430942,1288.636363636363740,10656.674121093750728,118378.349076704544132
455,0,12168842.468399999663234,4349258.137029999867082,1286.545454545454504,10571.670117187499272,118351.947265625000000
456,0,12168997.213199999183416,4349260.370500000193715,1286.599999999999909,10487.444010416666060,118324.397656250002910
457,0,12169151.958100000396371,4349262.602129999548197,1289.450000000000045,10393.334876019021976,118297.031250000000000
458,0,12169306.703099999576807,4349264.831910000182688,1288.761904761904816,10306.955468750000364,118260.714062500002910
459,0,12169461.448300000280142,4349267.059860000386834,1290.650000000000091,10226.966113281250728,118186.258928571434808
460,0,12169616.193700000643730,4349269.285960000008345,1296.200000000000045,10148.563867187500364,118078.649088541671517
461,0,12169770.939200000837445,4349271.510219999589026,1292.416666666666742,10071.784863281249272,117989.154296875000000
462,0,12169925.684800000861287,4349273.732640000060201,1289.849999999999909,9996.667431640624272,117911.228124999994179
463,0,12170080.430700000375509,4349275.953219999559224,1290.450000000000045,9902.872314453125000,117833.443750000005821
464,0,12170235.176599999889731,4349278.171959999948740,1292.549999999999955,9810.967089843750728,117755.797265625005821
465,0,12170389.922800000756979,4349280.388849999755621,1290.900000000000091,9741.231054687499636,117678.292187500002910
466,0,12170544.668999999761581,4349282.603910000063479,1289.849999999999909,9673.272021484375728,117593.201171875000000
467,0,12170699.415500000119209,4349284.817119999788702,1295.833333333333258,9606.213671875000728,117508.272656250002910
468,0,12170854.162100000306964,4349287.028490000404418,1293.549999999999955,9540.193896484375728,117431.217968750002910
469,0,12171008.908800000324845,4349289.238020000047982,1292.400000000000091,9472.938943614130039,117354.302734375000000
470,0,12171163.655700000002980,4349291.445709999650717,1290.549999999999955,9401.491117931547706,117277.528906249994179
471,0,12171318.402799999341369,4349293.651549999602139,1286.299999999999955,9341.912011718750364,117200.896875000005821
472,0,12171473.150000000372529,4349295.855560000054538,1289.523809523809632,9284.170751953124636,117120.113111413040315
473,0,12171627.897299999371171,4349298.057719999924302,1287.954545454545496,9228.506689453124636,117023.298363095236709
474,0,12171782.644799999892712,4349300.258050000295043,1291.863636363636260,9174.957373046874636,116930.780078124997090
475,0,12171937.392500000074506,4349302.456530000083148,1296.200000000000045,9123.421519886363967,116854.728515625000000
476,0,12172092.140300000086427,4349304.653169999830425,1293.650000000000091,9064.821244673295951,116778.821484375002910
477,0,12172246.888299999758601,4349306.847959999926388,1290.500000000000000,8988.902050781249272,116703.058203124994179
478,0,12172401.636399999260902,4349309.040919999592006,1300.549999999999955,8942.978613281249636,116627.436718750002910
479,0,12172556.384600000455976,4349311.232029999606311,1299.049999999999955,8899.346679687500000,116544.424804687500000
480,0,12172711.133099999278784,4349313.421310000121593,1297.791666666666742,8858.040185546875364,116461.581250000002910
481,0,12172865.881599999964237,4349315.608740000054240,1294.750000000000000,8819.091845703125728,116386.422656249997090
482,0,12173020.630400000140071,4349317.794329999946058,1297.099999999999909,8778.635172526041060,116311.408593750005821
483,0,12173175.379200000315905,4349319.978079999797046,1295.049999999999955,8739.387255859375728,116236.539843749997090
484,0,12173330.128299999982119,4349322.159989999607205,1291.400000000000091,8706.112597656250728,116161.816796875005821
485,0,12173484.877399999648333,4349324.340049999766052,1294.238095238095184,8675.303955078125000,116079.791992187500000
486,0,12173639.626800000667572,4349326.518280000425875,1294.416666666666742,8646.988134765624636,115997.939453125000000
487,0,12173794.376199999824166,4349328.694659999571741,1291.750000000000000,8621.189355468750364,115906.386904761908227
488,0,12173949.125900000333786,4349330.869199999608099,1293.849999999999909,8595.792317708333940,115823.484765625005821
489,0,12174103.875700000673532,4349333.041899999603629,1298.799999999999955,8573.401513671875364,115749.506640624997090
490,0,12174258.625600000843406,4349335.212759999558330,1294.500000000000000,8545.720935639881645,115675.674609374997090
491,0,12174413.375700000673532,4349337.381769999861717,1291.099999999999909,8506.480810546874636,115597.937839673919370
492,0,12174568.125900000333786,4349339.548949999734759,1299.434782608695741,8489.800781250000000,115513.995535714289872
493,0,12174722.876299999654293,4349341.714279999956489,1299.666666666666742,8475.743164062500000,115440.406250000000000
494,0,12174877.626800000667572,4349343.877770000137389,1300.700000000000045,8466.188941592261472,115367.195312500000000
495,0,12175032.377499999478459,4349346.039420000277460,1299.150000000000091,8452.743588654891937,115294.134765625000000
496,0,12175187.128399999812245,4349348.199230000376701,1298.950000000000045,8448.516162109375728,115221.219921875002910
497,0,12175341.879300000146031,4349350.357200000435114,1299.750000000000000,8445.586083984375364,115148.256696428565192
498,0,12175496.630499999970198,4349352.513330000452697,1302.238095238095184,8445.053271484375728,115065.304347826080630
