FID,Id,X,Y,DEM,Eq_Dis,Faults_Dis,Aspect,Comp_Cur,WaterSys_Dis,Plan_Cur,Prof_Cur,Slope
213,0,12159135.55,4432571.843,1478,29474.40039,38370.39844,45,-0.888889,6185.899902,-0.444444,0.444444,4.0446901
214,0,12159165.55,4432571.843,1478,29470.69922,38363.5,336.8009949,-0.555556,6155.919922,-0.205128,0.350427,3.6313901
215,0,12159195.55,4432571.843,1480,29467.09961,38356.69922,322.5950012,-0.222222,6125.950195,0.0179739,0.240196,5.0956202
216,0,12159225.55,4432571.843,1481,29463.40039,38349.89844,326.3099976,-0.555556,6095.979981,-0.231111,0.324444,5.15065
217,0,12159255.55,4432571.843,1483,29459.80078,38343.10156,318.0130005,-0.444444,6066.009766,-0.166667,0.277778,6.3969202
218,0,12159285.55,4432571.843,1486,29456.30078,38336.30078,320.4400024,-0.111111,6036.040039,0.0018215,0.112933,7.0857301
219,0,12159315.55,4432571.843,1488,29452.80078,38329.60156,352.5690002,0.111111,6006.069824,0.309309,0.198198,5.5202098
220,0,12159345.55,4432571.843,1487,29449.30078,38322.80078,37.4053993,0,5976.100098,0.174837,0.174837,5.0956202
221,0,12159375.55,4432571.843,1485,29445.80078,38316.10156,63.4348984,-0.333333,5946.129883,0.0444444,0.377778,2.1343
222,0,12159405.55,4432571.843,1485,29442.40039,38309.39844,158.1990051,0,5916.160156,-0.0111111,-0.0111111,2.5695
223,0,12159435.55,4432571.843,1484,29438.90039,38302.80078,142.125,0.111111,5886.200195,0.0379404,-0.0731707,5.42764
224,0,12159465.55,4432571.843,1481,29435.59961,38296.10156,145.6199951,-0.555556,5856.229981,-0.238482,0.317073,5.47927
225,0,12159495.55,4432571.843,1480,29432.19922,38289.5,176.6340027,-0.666667,5826.259766,-0.222222,0.444444,4.05866
226,0,12159525.55,4432571.843,1481,29428.90039,38282.80078,206.5650024,-0.222222,5796.290039,-0.0444444,0.177778,4.2626901
227,0,12159555.55,4432571.843,1482,29425.59961,38275.89844,225,-0.666667,5766.319824,-0.305556,0.361111,5.7204299
228,0,12159585.55,4432571.843,1485,29422.40039,38269.10156,227.8619995,-0.333333,5736.359863,-0.169399,0.163934,6.7296901
229,0,12159615.55,4432571.843,1488,29419.09961,38262.19922,210.9640045,0.111111,5706.390137,0.0921409,-0.0189702,5.5507202
230,0,12159645.55,4432571.843,1489,29415.90039,38255.39844,192.2649994,0.111111,5676.419922,0.0727969,-0.0383142,5.6011801
231,0,12159675.55,4432571.843,1490,29412.80078,38248.60156,192.0950012,0.222222,5646.459961,0.0392157,-0.183007,6.80409
232,0,12159705.55,4432571.843,1491,29409.59961,38241.89844,184.0859985,0.555556,5616.490234,0.222222,-0.333333,6.6712298
233,0,12159735.55,4432571.843,1490,29406.5,38235.10156,174.8059998,0,5586.529785,0.0666667,0.0666667,5.2589502
234,0,12159765.55,4432571.843,1489,29403.40039,38228.39844,176.1860046,-0.444444,5556.560059,-0.0833333,0.361111,3.58425
235,0,12159795.55,4432571.843,1489,29400.40039,38221.69922,208.3009949,-0.555556,5526.600098,-0.230769,0.324786,3.5204101
236,0,12159825.55,4432571.843,1491,29397.40039,38215,225,-0.333333,5496.640137,-0.097561,0.235772,5.7204299
237,0,12159855.55,4432571.843,1494,29394.40039,38208.39844,218.9909973,0.111111,5466.669922,0.0928962,-0.0182149,6.4231501
238,0,12159885.55,4432571.843,1496,29391.40039,38201.69922,214.3800049,0.111111,5436.709961,-0.0379404,-0.149051,5.47927
239,0,12159915.55,4432571.843,1498,29388.5,38195.10156,232.5950012,0.222222,5406.75,0.142157,-0.0800654,5.0956202
240,0,12159945.55,4432571.843,1501,29385.59961,38188.5,234.4620056,0.777778,5376.779785,0.410256,-0.367521,4.1002898
241,0,12159975.55,4432571.843,1501,29382.80078,38182,206.5650024,0.111111,5346.819824,0,-0.111111,2.1343
242,0,12160005.55,4432571.843,1501,29379.90039,38175.39844,225,0,5316.859863,0,0,0.337615
243,0,12160035.55,4432571.843,1501,29377.09961,38168.89844,298.3009949,-0.333333,5286.899902,-0.025641,0.307692,3.5204101
244,0,12160065.55,4432571.843,1504,29374.40039,38162.39844,286.1889954,-0.333333,5256.939941,-0.143075,0.190259,7.6603198
245,0,12160095.55,4432571.843,1509,29371.59961,38155.89844,277.125,0.333333,5226.979981,0.0854701,-0.247863,7.6530499
246,0,12160125.55,4432571.843,1512,29368.90039,38149.5,263.6600037,-0.222222,5197.02002,-0.0877778,0.134444,6.4579501
247,0,12160155.55,4432571.843,1516,29366.19922,38143.10156,253.0720062,0.333333,5167.060059,0.228512,-0.104822,5.7204299
248,0,12160185.55,4432571.843,1519,29363.59961,38136.60156,230.1940002,0.777778,5137.100098,0.461538,-0.316239,3.72387
249,0,12160215.55,4432571.843,1519,29360.90039,38129.89844,188.1300049,0.222222,5107.140137,0,-0.222222,3.3722899
250,0,12160245.55,4432571.843,1519,29358.40039,38123,190.0079956,0.222222,5077.180176,0,-0.222222,4.11408
251,0,12160275.55,4432571.843,1519,29355.80078,38116.19922,209.4759979,-0.444444,5047.229981,-0.151961,0.292484,6.28194
252,0,12160305.55,4432571.843,1522,29353.30078,38109.30078,214.875,0.111111,5017.27002,0.162393,0.0512821,9.51443
253,0,12160335.55,4432571.843,1525,29350.80078,38102.5,214.6950073,-0.111111,4987.310059,-0.0484713,0.0626398,11.1800003
254,0,12160365.55,4432571.843,1529,29348.30078,38095.69922,210.0690002,0.444444,4957.359863,0.173203,-0.271242,10.3677998
255,0,12160395.55,4432571.843,1531,29345.90039,38089,198.4349976,0.333333,4927.399902,0.0700152,-0.263318,8.2468901
256,0,12160425.55,4432571.843,1532,29343.5,38082.19922,184.0859985,0.444444,4897.450195,0.1,-0.344444,6.6712298
257,0,12160455.55,4432571.843,1532,29341.09961,38075.5,168.6900024,0.555556,4867.490234,0.129129,-0.426426,6.0637698
258,0,12160485.55,4432571.843,1531,29338.69922,38068.80078,172.5690002,0.333333,4837.540039,-0.0870871,-0.42042,5.5202098
259,0,12160515.55,4432571.843,1531,29336.40039,38062.10156,168.6900024,0.555556,4807.589844,0.275862,-0.279693,4.8575301
260,0,12160545.55,4432571.843,1529,29334.09961,38055.39844,163.6100006,-0.222222,4777.640137,-0.155556,0.0666667,4.2226901
261,0,12160575.55,4432571.843,1529,29331.90039,38048.80078,161.5650024,0.111111,4747.680176,0.0784314,-0.0326797,4.5202298
262,0,12160605.55,4432571.843,1528,29329.59961,38042.19922,152.526001,0.444444,4717.729981,0.0940171,-0.350427,6.6963501
263,0,12160635.55,4432571.843,1525,29327.5,38035.39844,174.8059998,-0.777778,4687.779785,-0.47451,0.303268,7.86096
264,0,12160665.55,4432571.843,1526,29325.30078,38028.5,207.8970032,-0.666667,4657.830078,-0.380503,0.286164,9.1067495
265,0,12160695.55,4432571.843,1530,29323.19922,38021.69922,220.7640076,0,4627.879883,-0.0833333,-0.0833333,9.06429
266,0,12160725.55,4432571.843,1533,29321.09961,38014.89844,214.2160034,0.222222,4597.930176,0.128205,-0.0940171,7.1796498
267,0,12160755.55,4432571.843,1534,29319,38008.10156,201.3710022,-0.222222,4567.990234,-0.0388889,0.183333,5.8755698
268,0,12160785.55,4432571.843,1535,29316.90039,38001.30078,203.9620056,-0.111111,4538.040039,-0.091954,0.0191571,4.6919699
269,0,12160815.55,4432571.843,1536,29314.90039,37994.5,180,0,4508.089844,0.222222,0.222222,2.8624101
270,0,12160845.55,4432571.843,1535,29312.90039,37987.80078,145.3049927,-0.111111,4478.149902,-0.111111,0,3.7692399
271,0,12160875.55,4432571.843,1534,29311,37981.10156,154.654007,-0.111111,4448.200195,-0.0727969,0.0383142,5.0062799
272,0,12160905.55,4432571.843,1533,29309.09961,37974.39844,148.2409973,0.111111,4418.259766,0.111111,0,5.8755698
273,0,12160935.55,4432571.843,1531,29307.19922,37967.69922,149.0359955,-0.111111,4388.310059,0.0622222,0.173333,4.1687398
274,0,12160965.55,4432571.843,1530,29305.30078,37961,161.5650024,-0.444444,4358.370117,-0.111111,0.333333,1.5095299
275,0,12160995.55,4432571.843,1530,29303.5,37954.39844,251.5650024,-0.444444,4328.430176,-0.222222,0.222222,1.5095299
276,0,12161025.55,4432571.843,1532,29301.69922,37947.80078,258.6900024,-0.111111,4298.490234,-0.0915033,0.0196078,3.64697
277,0,12161055.55,4432571.843,1534,29299.90039,37940.89844,251.5650024,0,4268.549805,-0.0888889,-0.0888889,3.0169599
278,0,12161085.55,4432571.843,1535,29298.19922,37934.10156,265.6010132,-0.222222,4238.609863,-0.161111,0.0611111,3.1096301
279,0,12161115.55,4432571.843,1537,29296.5,37927.19922,289.7990112,-0.444444,4208.669922,-0.105556,0.338889,6.3175502
280,0,12161145.55,4432571.843,1541,29294.80078,37920.39844,312.6140137,-0.111111,4178.729981,0.111111,0.222222,8.0563602
281,0,12161175.55,4432571.843,1544,29293.19922,37913.60156,346.7590027,0.444444,4148.790039,0.377778,-0.0666667,8.2804298
282,0,12161205.55,4432571.843,1544,29291.59961,37906.80078,9.4623203,0.333333,4118.859863,0.123212,-0.210121,8.6466703
283,0,12161235.55,4432571.843,1543,29290,37900.10156,12.9946003,0.222222,4088.919922,-0.04,-0.262222,6.34412
284,0,12161265.55,4432571.843,1543,29288.40039,37893.30078,28.3008003,0.666667,4058.98999,0.472222,-0.194444,3.5204101
285,0,12161295.55,4432571.843,1541,29286.90039,37886.60156,63.4348984,0.333333,4029.060059,0.206897,-0.126437,4.2626901
286,0,12161325.55,4432571.843,1538,29285.40039,37879.89844,71.5650024,0.111111,3999.120117,0.0083857,-0.102725,6.0172801
287,0,12161355.55,4432571.843,1534,29284,37873.30078,75.2564011,-0.555556,3969.189941,-0.180077,0.375479,4.6799102
288,0,12161385.55,4432571.843,1533,29282.5,37866.60156,108.4349976,-0.222222,3939.26001,-0.222222,0,1.5095299
289,0,12161415.55,4432571.843,1533,29281.09961,37860,191.3099976,-0.111111,3909.330078,-0.111111,0,1.2171201
290,0,12161445.55,4432571.843,1534,29279.80078,37853.30078,104.0360031,0.666667,3879.409912,0.222222,-0.444444,1.96786
291,0,12161475.55,4432571.843,1531,29278.40039,37846.5,96.3402023,0,3849.479981,0,0,4.3154502
292,0,12161505.55,4432571.843,1528,29277.09961,37839.60156,113.1989975,-0.666667,3819.550049,-0.444444,0.222222,3.6313901
293,0,12161535.55,4432571.843,1527,29275.80078,37832.80078,147.529007,-0.333333,3789.629883,-0.2,0.133333,3.1096301
294,0,12161565.55,4432571.843,1527,29274.59961,37825.89844,158.1990051,0.111111,3759.709961,0.0613027,-0.0498084,5.1287098
295,0,12161595.55,4432571.843,1525,29273.40039,37819.10156,174.0939941,-0.666667,3729.790039,-0.444444,0.222222,6.92625
296,0,12161625.55,4432571.843,1527,29272.19922,37812.39844,205.0169983,0.111111,3699.860107,-0.0674157,-0.178527,7.8538899
297,0,12161655.55,4432571.843,1530,29271.09961,37805.60156,211.7590027,0.666667,3669.949951,0.111111,-0.555556,5.8755698
298,0,12161685.55,4432571.843,1531,29269.90039,37798.89844,213.6900024,0.666667,3640.030029,0.111111,-0.555556,1.72101
299,0,12161715.55,4432571.843,1531,29268.80078,37792.19922,53.1301003,0.777778,3610.110107,0.307692,-0.470085,2.3859401
300,0,12161745.55,4432571.843,1528,29267.80078,37785.5,56.3098984,0.111111,3580.199951,0.0444444,-0.0666667,5.15065
301,0,12161775.55,4432571.843,1525,29266.80078,37778.89844,45,-0.333333,3550.280029,-0.233062,0.100271,5.3859801
302,0,12161805.55,4432571.843,1523,29265.80078,37772.19922,37.875,-0.333333,3520.370117,-0.130081,0.203252,5.42764
303,0,12161835.55,4432571.843,1521,29264.80078,37765.60156,26.5650997,-0.666667,3490.459961,-0.222222,0.444444,4.2626901
304,0,12161865.55,4432571.843,1521,29263.80078,37758.89844,18.4349003,-0.222222,3460.550049,0.05,0.272222,3.7692399
305,0,12161895.55,4432571.843,1520,29262.90039,37752,36.8698997,-0.222222,3430.639893,-0.006536,0.215686,4.7636399
306,0,12161925.55,4432571.843,1518,29262.09961,37745.10156,45,-0.333333,3400.73999,-0.106667,0.226667,4.0446901
307,0,12161955.55,4432571.843,1516,29261.19922,37738.30078,336.8009949,-1.33333,3370.830078,-0.694444,0.638889,1.81752
308,0,12161985.55,4432571.843,1519,29260.40039,37731.5,14.0361996,0.333333,3340.929932,0.444444,0.111111,1.96786
309,0,12162015.55,4432571.843,1517,29259.59961,37724.69922,69.2276993,0.333333,3311.030029,-0.0608828,-0.394216,7.36374
310,0,12162045.55,4432571.843,1511,29258.90039,37717.89844,70.5599976,-0.777778,3281.129883,-0.528033,0.249745,8.5437298
311,0,12162075.55,4432571.843,1507,29258.09961,37711.19922,60.5241013,-1,3251.229981,-0.688889,0.311111,6.28194
312,0,12162105.55,4432571.843,1505,29257.40039,37704.5,45,-0.777778,3221.340088,-0.337778,0.44,5.0511498
313,0,12162135.55,4432571.843,1504,29256.80078,37697.80078,45,-0.444444,3191.439941,-0.0222222,0.422222,4.3804898
314,0,12162165.55,4432571.843,1503,29256.19922,37691.10156,71.5650024,0,3161.550049,0.0111111,0.0111111,3.0169599
315,0,12162195.55,4432571.843,1501,29255.59961,37684.5,153.4349976,-0.666667,3131.659912,-0.5,0.166667,2.1343
316,0,12162225.55,4432571.843,1501,29255,37677.80078,200.2250061,-0.777778,3101.77002,-0.172414,0.605364,4.8225398
317,0,12162255.55,4432571.843,1503,29254.40039,37671.19922,199.654007,-0.333333,3071.889893,0.0136752,0.347009,7.0620399
318,0,12162285.55,4432571.843,1505,29253.90039,37664.39844,178.3630066,0.444444,3042.01001,0.348916,-0.0955285,8.3004799
319,0,12162315.55,4432571.843,1504,29253.5,37657.5,169.2870026,0.222222,3012.129883,0.0192308,-0.202991,8.9170904
320,0,12162345.55,4432571.843,1503,29253,37650.69922,180,-0.222222,2982.25,-0.222222,0,8.0632496
321,0,12162375.55,4432571.843,1504,29252.59961,37643.80078,191.3099976,0.222222,2952.370117,-0.0130719,-0.235294,7.2646298
322,0,12162405.55,4432571.843,1505,29252.19922,37637,201.3710022,0.222222,2922.5,-0.0611111,-0.283333,5.8755698
323,0,12162435.55,4432571.843,1506,29251.90039,37630.19922,220.6009979,0,2892.629883,-0.111111,-0.111111,4.3933802
324,0,12162465.55,4432571.843,1508,29251.5,37623.5,217.875,0.444444,2862.76001,0.194444,-0.25,2.7199199
325,0,12162495.55,4432571.843,1508,29251.19922,37616.80078,168.6900024,0.333333,2832.899902,0.0888889,-0.244444,2.43314
326,0,12162525.55,4432571.843,1507,29251,37610,139.7640076,0.111111,2803.030029,0.0444444,-0.0666667,4.05866
327,0,12162555.55,4432571.843,1505,29250.80078,37603.39844,117.473999,0.444444,2773.179932,0.165709,-0.278736,6.6963501
328,0,12162585.55,4432571.843,1500,29250.59961,37596.69922,131.423996,-0.888889,2743.320068,-0.465686,0.423203,5.39642
329,0,12162615.55,4432571.843,1500,29250.40039,37590,213.6900024,-0.555556,2713.469971,-0.311111,0.244444,5.15065
330,0,12162645.55,4432571.843,1503,29250.19922,37583.39844,239.0359955,-0.444444,2683.620117,-0.359195,0.085249,6.92625
331,0,12162675.55,4432571.843,1507,29250.09961,37576.80078,244.654007,0.333333,2653.77002,0.0666667,-0.266667,5.0062799
332,0,12162705.55,4432571.843,1509,29250.09961,37569.89844,296.5650024,0.555556,2623.929932,0.222222,-0.333333,1.06752
333,0,12162735.55,4432571.843,1508,29250,37563,59.0362015,0.555556,2594.090088,0.193078,-0.362477,5.5507202
334,0,12162765.55,4432571.843,1503,29250,37556.19922,77.2755966,-0.333333,2564.25,-0.134641,0.198693,7.5431499
335,0,12162795.55,4432571.843,1499,29250,37549.39844,108.4349976,-0.666667,2534.419922,-0.538889,0.127778,5.26966
336,0,12162825.55,4432571.843,1497,29250.09961,37542.60156,153.4349976,-0.777778,2504.600098,-0.383142,0.394636,5.3228502
337,0,12162855.55,4432571.843,1497,29250.09961,37535.80078,156.8009949,0,2474.77002,0.169935,0.169935,7.23384
338,0,12162885.55,4432571.843,1495,29250.19922,37529.10156,141.3399963,0.111111,2444.949951,0.0810458,-0.0300654,9.0946398
339,0,12162915.55,4432571.843,1491,29250.40039,37522.30078,135,-0.222222,2415.139893,-0.0833333,0.138889,9.6972704
340,0,12162945.55,4432571.843,1487,29250.59961,37515.60156,135,-0.555556,2385.330078,-0.193464,0.362092,8.0494699
341,0,12162975.55,4432571.843,1484,29250.80078,37508.89844,137.8619995,-0.666667,2355.530029,-0.487179,0.179487,6.7296901
342,0,12163005.55,4432571.843,1481,29251,37502.30078,167.9049988,-1.44444,2325.729981,-0.574423,0.870021,6.80409
343,0,12163035.55,4432571.843,1482,29251.19922,37495.60156,200.3760071,-1.2222199,2295.929932,-0.422222,0.8,8.8425102
344,0,12163065.55,4432571.843,1486,29251.5,37489,201.8009949,0.111111,2266.139893,0.0274657,-0.0836454,7.6675801
345,0,12163095.55,4432571.843,1487,29251.90039,37482.30078,180,0.222222,2236.360107,0.222222,0,4.7636399
346,0,12163125.55,4432571.843,1486,29252.19922,37475.39844,176.1860046,-0.444444,2206.580078,-0.222222,0.222222,3.58425
347,0,12163155.55,4432571.843,1487,29252.59961,37468.60156,195.9450073,0.111111,2176.810059,0.034188,-0.0769231,3.47174
348,0,12163185.55,4432571.843,1488,29253,37461.69922,217.4049988,0,2147.040039,0.0833333,0.0833333,5.0956202
349,0,12163215.55,4432571.843,1491,29253.5,37454.89844,203.1990051,0.777778,2117.290039,0.377778,-0.4,5.4380102
350,0,12163245.55,4432571.843,1491,29253.90039,37448.10156,154.654007,0.777778,2087.530029,0.325671,-0.452107,5.0062799
351,0,12163275.55,4432571.843,1489,29254.40039,37441.39844,120.0690002,0.666667,2057.790039,0.560458,-0.106209,5.2266998
352,0,12163305.55,4432571.843,1486,29255,37434.60156,90,0.444444,2028.050049,0.444444,0,4.2891502
353,0,12163335.55,4432571.843,1483,29255.59961,37427.89844,40.2364006,-0.333333,1998.319946,-0.337778,-0.0044444,4.05866
354,0,12163365.55,4432571.843,1482,29256.19922,37421.19922,25.5599995,0.111111,1968.599976,0.0683761,-0.042735,6.0637698
355,0,12163395.55,4432571.843,1479,29256.80078,37414.5,15.6422005,-1,1938.890015,-0.377778,0.622222,6.1738501
356,0,12163425.55,4432571.843,1479,29257.40039,37407.89844,357.7090149,-0.777778,1909.189941,-0.117117,0.660661,5.95158
357,0,12163455.55,4432571.843,1480,29258.09961,37401.19922,351.8699951,-0.333333,1879.48999,0.0041929,0.337526,6.7213702
358,0,12163485.55,4432571.843,1481,29258.90039,37394.60156,0,0,1849.810059,0.222222,0.222222,8.5307703
359,0,12163515.55,4432571.843,1480,29259.59961,37387.80078,9.0902796,-0.333333,1820.140015,-0.0745022,0.258831,11.9137001
360,0,12158145.55,4432601.767,1485,29583,38563.5,5.44033,-0.555556,6482.5,-0.310231,0.245325,9.9702597
361,0,12158175.55,4432601.767,1486,29578.30078,38556.80078,346.32901,-0.222222,6483.399902,-0.127778,0.0944444,9.0155096
362,0,12158205.55,4432601.767,1488,29573.69922,38550.10156,356.8200073,0.444444,6484.439941,0.330623,-0.113821,8.5437298
363,0,12158235.55,4432601.767,1487,29569.09961,38543.5,17.4472008,0.111111,6485.620117,0.0169935,-0.0941176,8.6913004
364,0,12158265.55,4432601.767,1486,29564.5,38536.80078,29.3577995,0.666667,6486.939941,0.311111,-0.355556,8.6976604
365,0,12158295.55,4432601.767,1483,29559.90039,38530.19922,30.9638004,0.222222,6488.399902,0.039039,-0.183183,8.2938099
366,0,12158325.55,4432601.767,1481,29555.40039,38523.30078,25.0168991,0.222222,6489.990234,0.0444444,-0.177778,7.8538899
367,0,12158355.55,4432601.767,1479,29550.90039,38516.39844,19.6537991,0,6491.729981,-0.0363985,-0.0363985,7.0620399
368,0,12158385.55,4432601.767,1478,29546.5,38509.60156,357.8789978,-0.222222,6493.600098,-0.222222,0,6.4231501
369,0,12158415.55,4432601.767,1479,29542,38502.80078,330.6419983,-0.333333,6495.609863,-0.139825,0.193508,8.6976604
370,0,12158445.55,4432601.767,1483,29537.59961,38496,335.7720032,0.555556,6497.75,0.4,-0.155556,10.3572998
371,0,12158475.55,4432601.767,1484,29533.19922,38489.19922,0,0.555556,6500.040039,0.332567,-0.222989,10.3888998
372,0,12158505.55,4432601.767,1482,29528.90039,38482.5,11.3099003,-0.333333,6502.459961,-0.0591233,0.27421,9.6462202
373,0,12158535.55,4432601.767,1481,29524.59961,38475.69922,21.5014,-0.111111,6505.02002,0.12481,0.235921,8.40658
374,0,12158565.55,4432601.767,1479,29520.30078,38469,28.0725002,-0.111111,6507.720215,-0.0273504,0.0837607,8.0632496
375,0,12158595.55,4432601.767,1477,29516.09961,38462.39844,11.9761,-0.444444,6510.549805,-0.261438,0.183007,8.0010405
376,0,12158625.55,4432601.767,1477,29511.80078,38455.69922,356.9869995,-0.333333,6513.52002,-0.10121,0.232123,9.0093899
377,0,12158655.55,4432601.767,1478,29507.59961,38449.10156,354.2890015,0.111111,6516.629883,0.110011,-0.0011001,9.5086603
378,0,12158685.55,4432601.767,1478,29503.5,38442.39844,1.4687999,-0.111111,6519.879883,0.113311,0.224422,9.2328701
379,0,12158715.55,4432601.767,1477,29499.30078,38435.69922,0,-0.555556,6523.259766,-0.222222,0.333333,8.9971399
380,0,12158745.55,4432601.767,1478,29495.19922,38428.80078,354.5599976,-0.111111,6526.779785,0.129813,0.240924,9.9702597
381,0,12158775.55,4432601.767,1478,29491.19922,38421.89844,0,-0.333333,6530.430176,0,0.333333,11.3099003
382,0,12158805.55,4432601.767,1478,29487.09961,38415.10156,352.5690002,-0.444444,6516.910156,-0.258258,0.186186,10.9398003
383,0,12158835.55,4432601.767,1480,29483.09961,38408.30078,343.6099854,0,6486.939941,-0.0444444,-0.0444444,8.3999901
384,0,12158865.55,4432601.767,1481,29479.09961,38401.5,351.8699951,0.111111,6456.970215,0.0392157,-0.0718954,5.0511498
385,0,12158895.55,4432601.767,1481,29475.19922,38394.80078,8.1301003,0.111111,6427.009766,0.130719,0.0196078,3.3722899
386,0,12158925.55,4432601.767,1480,29471.19922,38388,11.3099003,-0.333333,6397.040039,-0.0888889,0.244444,2.43314
387,0,12158955.55,4432601.767,1480,29467.30078,38381.30078,323.1300049,-0.444444,6367.069824,-0.222222,0.222222,2.3859401
388,0,12158985.55,4432601.767,1482,29463.5,38374.60156,309.2890015,0.111111,6337.100098,0.0598291,-0.0512821,3.38907
389,0,12159015.55,4432601.767,1483,29459.59961,38367.89844,329.0360107,0,6307.140137,0.0888889,0.0888889,2.7818899
390,0,12159045.55,4432601.767,1483,29455.80078,38361.30078,18.4349003,-0.111111,6277.169922,0.0666667,0.177778,2.2636399
391,0,12159075.55,4432601.767,1482,29452.09961,38354.69922,59.0362015,-0.222222,6247.209961,-0.0555556,0.166667,2.7818899
392,0,12159105.55,4432601.767,1481,29448.30078,38348.10156,90,0.111111,6217.240234,0,-0.111111,3.33847
393,0,12159135.55,4432601.767,1479,29444.59961,38341.19922,114.4440002,-0.111111,6187.279785,-0.0598291,0.0512821,2.88218
394,0,12159165.55,4432601.767,1478,29440.90039,38334.30078,210.9640045,-0.333333,6157.310059,-0.222222,0.111111,1.39176
395,0,12159195.55,4432601.767,1479,29437.30078,38327.5,251.5650024,-0.444444,6127.350098,-0.311111,0.133333,3.0169599
396,0,12159225.55,4432601.767,1481,29433.69922,38320.69922,254.7449951,0,6097.379883,-0.105556,-0.105556,2.7199199
397,0,12159255.55,4432601.767,1482,29430.09961,38313.89844,274.3989868,-0.333333,6067.419922,-0.222222,0.111111,3.1096301
398,0,12159285.55,4432601.767,1484,29426.5,38307.10156,295.0169983,-0.222222,6037.459961,-0.111111,0.111111,3.9454801
399,0,12159315.55,4432601.767,1486,29423,38300.30078,338.1990051,0.222222,6007.5,0.288889,0.0666667,2.5695
400,0,12159345.55,4432601.767,1485,29419.5,38293.60156,33.6901016,-0.333333,5977.529785,-0.0444444,0.288889,1.72101
401,0,12159375.55,4432601.767,1485,29416,38286.89844,239.0359955,-0.333333,5947.569824,-0.0222222,0.311111,1.39176
402,0,12159405.55,4432601.767,1487,29412.5,38280.19922,204.4440002,0.333333,5917.609863,0.264957,-0.0683761,2.88218
403,0,12159435.55,4432601.767,1487,29409.09961,38273.5,156.0379944,0.444444,5887.649902,0.133333,-0.311111,4.6919699
404,0,12159465.55,4432601.767,1485,29405.80078,38266.89844,158.9620056,0,5857.689941,-0.157088,-0.157088,6.6206899
405,0,12159495.55,4432601.767,1484,29402.40039,38260.30078,176.1860046,-0.111111,5827.729981,-0.109402,0.0017094,7.1406698
406,0,12159525.55,4432601.767,1484,29399.09961,38253.60156,193.5700073,-0.333333,5797.77002,-0.228512,0.104822,7.0857301
407,0,12159555.55,4432601.767,1486,29395.80078,38246.69922,212.7350006,0,5767.810059,-0.036036,-0.036036,7.8962202
408,0,12159585.55,4432601.767,1489,29392.5,38239.80078,217.5690002,0.222222,5737.850098,0.0585586,-0.163664,7.7827802
409,0,12159615.55,4432601.767,1491,29389.30078,38233,200.2250061,0.333333,5707.890137,0.111111,-0.222222,4.8225398
410,0,12159645.55,4432601.767,1491,29386.09961,38226.19922,206.5650024,0,5677.930176,-0.0555556,-0.0555556,3.1996
411,0,12159675.55,4432601.767,1493,29382.90039,38219.39844,219.2890015,0.555556,5647.970215,0.282051,-0.273504,3.38907
412,0,12159705.55,4432601.767,1493,29379.80078,38212.60156,188.1300049,0.111111,5618.02002,0,-0.111111,3.3722899
413,0,12159735.55,4432601.767,1493,29376.69922,38205.89844,177.2740021,0.222222,5588.060059,0.0576923,-0.16453,5.0062799
414,0,12159765.55,4432601.767,1492,29373.59961,38199.19922,175.9140015,-0.333333,5558.100098,-0.126496,0.206838,6.6712298
415,0,12159795.55,4432601.767,1492,29370.59961,38192.39844,192.0950012,-0.333333,5528.149902,-0.243187,0.0901468,6.80409
416,0,12159825.55,4432601.767,1494,29367.5,38185.80078,217.2350006,-0.111111,5498.189941,-0.0928962,0.0182149,7.45401
417,0,12159855.55,4432601.767,1497,29364.5,38179.10156,215.5379944,0.222222,5468.240234,0.0769231,-0.145299,6.1373801
418,0,12159885.55,4432601.767,1498,29361.59961,38172.5,203.1990051,0.222222,5438.279785,0.0444444,-0.177778,3.6313901
419,0,12159915.55,4432601.767,1498,29358.69922,38165.89844,237.529007,-0.444444,5408.330078,-0.305556,0.138889,3.1096301
420,0,12159945.55,4432601.767,1500,29355.80078,38159.30078,257.0050049,-0.222222,5378.370117,-0.222222,0,3.1818099
421,0,12159975.55,4432601.767,1502,29352.90039,38152.69922,225,0.444444,5348.419922,0.25,-0.194444,1.01275
422,0,12160005.55,4432601.767,1501,29350.09961,38146.19922,120.9639969,-0.111111,5318.470215,-0.0666667,0.0444444,1.39176
423,0,12160035.55,4432601.767,1500,29347.30078,38139.60156,263.6600037,-0.666667,5288.52002,-0.222222,0.444444,2.16079
424,0,12160065.55,4432601.767,1503,29344.5,38133.10156,271.8479919,-0.444444,5258.560059,-0.222222,0.222222,7.36374
425,0,12160095.55,4432601.767,1508,29341.69922,38126.60156,273.1799927,-0.111111,5228.609863,-0.110011,0.0011001,8.5437298
426,0,12160125.55,4432601.767,1513,29339,38120.19922,278.1300049,0.444444,5198.660156,0.222222,-0.222222,6.7213702
427,0,12160155.55,4432601.767,1516,29336.30078,38113.80078,300.0690002,0.444444,5168.709961,0.397059,-0.0473856,5.2266998
428,0,12160185.55,4432601.767,1518,29333.69922,38107.30078,322.5950012,0.333333,5138.759766,0.157182,-0.176152,5.0956202
429,0,12160215.55,4432601.767,1520,29331.09961,38100.69922,334.9830017,0.888889,5108.819824,0.244444,-0.644444,3.9454801
