FID,Name,X,Y,Depth,Cls,DEM,WaterSys_Dis,Slope,Plan_Cur,Prof_Cur,Comp_Cur,Aspect,Faults_Dis,Eq_Dis
166,H13,12161220.000000000000000,4434999.345999999903142,166,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
167,H13,12161220.000000000000000,4434999.345999999903142,167,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
168,H13,12161220.000000000000000,4434999.345999999903142,168,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
169,H13,12161220.000000000000000,4434999.345999999903142,169,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
170,H13,12161220.000000000000000,4434999.345999999903142,170,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
171,H13,12161220.000000000000000,4434999.345999999903142,171,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
172,H13,12161220.000000000000000,4434999.345999999903142,172,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
173,H13,12161220.000000000000000,4434999.345999999903142,173,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
174,H13,12161220.000000000000000,4434999.345999999903142,174,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
175,H13,12161220.000000000000000,4434999.345999999903142,175,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
176,H13,12161220.000000000000000,4434999.345999999903142,176,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
177,H13,12161220.000000000000000,4434999.345999999903142,177,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
178,H13,12161220.000000000000000,4434999.345999999903142,178,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
179,H13,12161220.000000000000000,4434999.345999999903142,179,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
180,H13,12161220.000000000000000,4434999.345999999903142,180,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
181,H13,12161220.000000000000000,4434999.345999999903142,181,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
182,H13,12161220.000000000000000,4434999.345999999903142,182,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
183,H13,12161220.000000000000000,4434999.345999999903142,183,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
184,H13,12161220.000000000000000,4434999.345999999903142,184,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
185,H13,12161220.000000000000000,4434999.345999999903142,185,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
186,H13,12161220.000000000000000,4434999.345999999903142,186,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
187,H13,12161220.000000000000000,4434999.345999999903142,187,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
188,H13,12161220.000000000000000,4434999.345999999903142,188,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
189,H13,12161220.000000000000000,4434999.345999999903142,189,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
190,H13,12161220.000000000000000,4434999.345999999903142,190,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
191,H13,12161220.000000000000000,4434999.345999999903142,191,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
192,H13,12161220.000000000000000,4434999.345999999903142,192,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
193,H13,12161220.000000000000000,4434999.345999999903142,193,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
194,H13,12161220.000000000000000,4434999.345999999903142,194,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
195,H13,12161220.000000000000000,4434999.345999999903142,195,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
196,H13,12161220.000000000000000,4434999.345999999903142,196,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
197,H13,12161220.000000000000000,4434999.345999999903142,197,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
198,H13,12161220.000000000000000,4434999.345999999903142,198,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
199,H13,12161220.000000000000000,4434999.345999999903142,199,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
200,H13,12161220.000000000000000,4434999.345999999903142,200,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
201,H13,12161220.000000000000000,4434999.345999999903142,201,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
202,H13,12161220.000000000000000,4434999.345999999903142,202,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
203,H13,12161220.000000000000000,4434999.345999999903142,203,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
204,H13,12161220.000000000000000,4434999.345999999903142,204,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
205,H13,12161220.000000000000000,4434999.345999999903142,205,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
206,H13,12161220.000000000000000,4434999.345999999903142,206,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
207,H13,12161220.000000000000000,4434999.345999999903142,207,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
208,H13,12161220.000000000000000,4434999.345999999903142,208,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
209,H13,12161220.000000000000000,4434999.345999999903142,209,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
210,H13,12161220.000000000000000,4434999.345999999903142,210,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
211,H13,12161220.000000000000000,4434999.345999999903142,211,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
212,H13,12161220.000000000000000,4434999.345999999903142,212,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
213,H13,12161220.000000000000000,4434999.345999999903142,213,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
214,H13,12161220.000000000000000,4434999.345999999903142,214,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
215,H13,12161220.000000000000000,4434999.345999999903142,215,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
216,H13,12161220.000000000000000,4434999.345999999903142,216,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
217,H13,12161220.000000000000000,4434999.345999999903142,217,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
218,H13,12161220.000000000000000,4434999.345999999903142,218,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
219,H13,12161220.000000000000000,4434999.345999999903142,219,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
220,H13,12161220.000000000000000,4434999.345999999903142,220,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
221,H13,12161220.000000000000000,4434999.345999999903142,221,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
222,H13,12161220.000000000000000,4434999.345999999903142,222,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
223,H13,12161220.000000000000000,4434999.345999999903142,223,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
224,H13,12161220.000000000000000,4434999.345999999903142,224,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
225,H13,12161220.000000000000000,4434999.345999999903142,225,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
226,H13,12161220.000000000000000,4434999.345999999903142,226,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
227,H13,12161220.000000000000000,4434999.345999999903142,227,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
228,H13,12161220.000000000000000,4434999.345999999903142,228,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
229,H13,12161220.000000000000000,4434999.345999999903142,229,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
230,H13,12161220.000000000000000,4434999.345999999903142,230,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
231,H13,12161220.000000000000000,4434999.345999999903142,231,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
232,H13,12161220.000000000000000,4434999.345999999903142,232,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
233,H13,12161220.000000000000000,4434999.345999999903142,233,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
234,H13,12161220.000000000000000,4434999.345999999903142,234,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
235,H13,12161220.000000000000000,4434999.345999999903142,235,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
236,H13,12161220.000000000000000,4434999.345999999903142,236,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
237,H13,12161220.000000000000000,4434999.345999999903142,237,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
238,H13,12161220.000000000000000,4434999.345999999903142,238,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
239,H13,12161220.000000000000000,4434999.345999999903142,239,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
240,H13,12161220.000000000000000,4434999.345999999903142,240,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
241,H13,12161220.000000000000000,4434999.345999999903142,241,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
242,H13,12161220.000000000000000,4434999.345999999903142,242,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
243,H13,12161220.000000000000000,4434999.345999999903142,243,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
244,H13,12161220.000000000000000,4434999.345999999903142,244,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
245,H13,12161220.000000000000000,4434999.345999999903142,245,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
246,H13,12161220.000000000000000,4434999.345999999903142,246,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
247,H13,12161220.000000000000000,4434999.345999999903142,247,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
248,H13,12161220.000000000000000,4434999.345999999903142,248,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
249,H13,12161220.000000000000000,4434999.345999999903142,249,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
250,H13,12161220.000000000000000,4434999.345999999903142,250,5,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
251,H13,12161220.000000000000000,4434999.345999999903142,251,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
252,H13,12161220.000000000000000,4434999.345999999903142,252,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
253,H13,12161220.000000000000000,4434999.345999999903142,253,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
254,H13,12161220.000000000000000,4434999.345999999903142,254,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
255,H13,12161220.000000000000000,4434999.345999999903142,255,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
256,H13,12161220.000000000000000,4434999.345999999903142,256,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
257,H13,12161220.000000000000000,4434999.345999999903142,257,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
258,H13,12161220.000000000000000,4434999.345999999903142,258,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
259,H13,12161220.000000000000000,4434999.345999999903142,259,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
260,H13,12161220.000000000000000,4434999.345999999903142,260,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
261,H13,12161220.000000000000000,4434999.345999999903142,261,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
262,H13,12161220.000000000000000,4434999.345999999903142,262,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
263,H13,12161220.000000000000000,4434999.345999999903142,263,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
264,H13,12161220.000000000000000,4434999.345999999903142,264,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
265,H13,12161220.000000000000000,4434999.345999999903142,265,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
266,H13,12161220.000000000000000,4434999.345999999903142,266,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
267,H13,12161220.000000000000000,4434999.345999999903142,267,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
268,H13,12161220.000000000000000,4434999.345999999903142,268,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
269,H13,12161220.000000000000000,4434999.345999999903142,269,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
270,H13,12161220.000000000000000,4434999.345999999903142,270,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
271,H13,12161220.000000000000000,4434999.345999999903142,271,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
272,H13,12161220.000000000000000,4434999.345999999903142,272,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
273,H13,12161220.000000000000000,4434999.345999999903142,273,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
274,H13,12161220.000000000000000,4434999.345999999903142,274,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
275,H13,12161220.000000000000000,4434999.345999999903142,275,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
276,H13,12161220.000000000000000,4434999.345999999903142,276,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
277,H13,12161220.000000000000000,4434999.345999999903142,277,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
278,H13,12161220.000000000000000,4434999.345999999903142,278,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
279,H13,12161220.000000000000000,4434999.345999999903142,279,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
280,H13,12161220.000000000000000,4434999.345999999903142,280,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
281,H13,12161220.000000000000000,4434999.345999999903142,281,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
282,H13,12161220.000000000000000,4434999.345999999903142,282,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
283,H13,12161220.000000000000000,4434999.345999999903142,283,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
284,H13,12161220.000000000000000,4434999.345999999903142,284,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
285,H13,12161220.000000000000000,4434999.345999999903142,285,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
286,H13,12161220.000000000000000,4434999.345999999903142,286,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
287,H13,12161220.000000000000000,4434999.345999999903142,287,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
288,H13,12161220.000000000000000,4434999.345999999903142,288,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
289,H13,12161220.000000000000000,4434999.345999999903142,289,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
290,H13,12161220.000000000000000,4434999.345999999903142,290,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
291,H13,12161220.000000000000000,4434999.345999999903142,291,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
292,H13,12161220.000000000000000,4434999.345999999903142,292,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
293,H13,12161220.000000000000000,4434999.345999999903142,293,4,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
294,H13,12161220.000000000000000,4434999.345999999903142,294,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
295,H13,12161220.000000000000000,4434999.345999999903142,295,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
296,H13,12161220.000000000000000,4434999.345999999903142,296,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
297,H13,12161220.000000000000000,4434999.345999999903142,297,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
298,H13,12161220.000000000000000,4434999.345999999903142,298,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
299,H13,12161220.000000000000000,4434999.345999999903142,299,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
300,H13,12161220.000000000000000,4434999.345999999903142,300,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
301,H13,12161220.000000000000000,4434999.345999999903142,301,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
302,H13,12161220.000000000000000,4434999.345999999903142,302,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
303,H13,12161220.000000000000000,4434999.345999999903142,303,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
304,H13,12161220.000000000000000,4434999.345999999903142,304,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
305,H13,12161220.000000000000000,4434999.345999999903142,305,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
306,H13,12161220.000000000000000,4434999.345999999903142,306,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
307,H13,12161220.000000000000000,4434999.345999999903142,307,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
308,H13,12161220.000000000000000,4434999.345999999903142,308,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
309,H13,12161220.000000000000000,4434999.345999999903142,309,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
310,H13,12161220.000000000000000,4434999.345999999903142,310,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
311,H13,12161220.000000000000000,4434999.345999999903142,311,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
312,H13,12161220.000000000000000,4434999.345999999903142,312,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
313,H13,12161220.000000000000000,4434999.345999999903142,313,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
314,H13,12161220.000000000000000,4434999.345999999903142,314,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
315,H13,12161220.000000000000000,4434999.345999999903142,315,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
316,H13,12161220.000000000000000,4434999.345999999903142,316,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
317,H13,12161220.000000000000000,4434999.345999999903142,317,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
318,H13,12161220.000000000000000,4434999.345999999903142,318,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
319,H13,12161220.000000000000000,4434999.345999999903142,319,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
320,H13,12161220.000000000000000,4434999.345999999903142,320,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
321,H13,12161220.000000000000000,4434999.345999999903142,321,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
322,H13,12161220.000000000000000,4434999.345999999903142,322,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
323,H13,12161220.000000000000000,4434999.345999999903142,323,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
324,H13,12161220.000000000000000,4434999.345999999903142,324,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
325,H13,12161220.000000000000000,4434999.345999999903142,325,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
326,H13,12161220.000000000000000,4434999.345999999903142,326,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
327,H13,12161220.000000000000000,4434999.345999999903142,327,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
328,H13,12161220.000000000000000,4434999.345999999903142,328,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
329,H13,12161220.000000000000000,4434999.345999999903142,329,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
330,H13,12161220.000000000000000,4434999.345999999903142,330,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
331,H13,12161220.000000000000000,4434999.345999999903142,331,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
332,H13,12161220.000000000000000,4434999.345999999903142,332,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
333,H13,12161220.000000000000000,4434999.345999999903142,333,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
334,H13,12161220.000000000000000,4434999.345999999903142,334,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
